country,study_id,region,age_low,age_high,gender,population,date,age_breakdown,gender_breakdown,for_regional_analysis,reference
England,GBR2,East Midlands,59,60,Female,28093,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,59,60,Male,27871,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,60,61,Female,27509,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,60,61,Male,27098,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,61,62,Female,26517,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,61,62,Male,26196,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,62,63,Female,27450,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,62,63,Male,26414,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,63,64,Female,26932,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,63,64,Male,26312,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,64,65,Female,26572,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,64,65,Male,25635,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,65,66,Female,26425,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,65,66,Male,26164,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,66,67,Female,27486,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,66,67,Male,26471,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,67,68,Female,28220,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,67,68,Male,26715,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,68,69,Female,30089,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,68,69,Male,28269,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,69,70,Female,31480,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,69,70,Male,30874,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,70,71,Female,24318,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,70,71,Male,23637,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,71,72,Female,24031,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,71,72,Male,22823,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,72,73,Female,24412,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,72,73,Male,22760,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,73,74,Female,22042,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,73,74,Male,20472,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,74,75,Female,19188,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,74,75,Male,17703,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,75,76,Female,17244,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,75,76,Male,15589,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,76,77,Female,17701,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,76,77,Male,15771,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,77,78,Female,17688,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,77,78,Male,15641,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,78,79,Female,16934,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,78,79,Male,14547,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,79,80,Female,15848,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,79,80,Male,13468,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,80,81,Female,14986,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,80,81,Male,12310,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,81,82,Female,13986,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,81,82,Male,11405,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,82,83,Female,12970,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,82,83,Male,10130,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,83,84,Female,12168,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,83,84,Male,9240,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,84,85,Female,11701,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,84,85,Male,8641,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,85,86,Female,10977,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,85,86,Male,7550,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,86,87,Female,9905,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,86,87,Male,6556,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,87,88,Female,8945,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,87,88,Male,5385,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,88,89,Female,7870,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,88,89,Male,4461,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,89,90,Female,6938,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,89,90,Male,3960,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,90,91,Female,29186,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,East Midlands,90,91,Male,12430,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,0,1,Female,62806,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,0,1,Male,66140,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,1,2,Female,61620,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,1,2,Male,64620,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,2,3,Female,60571,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,2,3,Male,63955,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,3,4,Female,61966,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,3,4,Male,64629,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,4,5,Female,63195,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,4,5,Male,66059,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,5,6,Female,59199,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,5,6,Male,62372,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,6,7,Female,57396,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,6,7,Male,60377,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,7,8,Female,56449,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,7,8,Male,58586,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,8,9,Female,56366,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,8,9,Male,58494,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,9,10,Female,53764,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,9,10,Male,56677,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,10,11,Female,51683,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,10,11,Male,54146,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,11,12,Female,48862,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,11,12,Male,51618,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,12,13,Female,47289,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,12,13,Male,49011,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,13,14,Female,46435,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,13,14,Male,47905,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,14,15,Female,44215,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,14,15,Male,46432,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,15,16,Female,45007,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,15,16,Male,47797,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,16,17,Female,45679,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,16,17,Male,48299,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,17,18,Female,46136,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,17,18,Male,48978,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,18,19,Female,46380,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,18,19,Male,49085,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,19,20,Female,44073,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,19,20,Male,47205,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,20,21,Female,45408,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,20,21,Male,48664,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,21,22,Female,48812,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,21,22,Male,51163,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,22,23,Female,54838,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,22,23,Male,56283,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,23,24,Female,63892,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,23,24,Male,61505,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,24,25,Female,71395,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,24,25,Male,67172,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,25,26,Female,77611,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,25,26,Male,74215,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,26,27,Female,80706,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,26,27,Male,79015,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,27,28,Female,84121,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,27,28,Male,82585,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,28,29,Female,87468,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,28,29,Male,86606,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,29,30,Female,87037,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,29,30,Male,86840,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,30,31,Female,86717,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,30,31,Male,90195,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,31,32,Female,85577,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,31,32,Male,91298,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,32,33,Female,82563,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,32,33,Male,89018,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,33,34,Female,82565,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,33,34,Male,88024,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,34,35,Female,81427,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,34,35,Male,86079,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,35,36,Female,79789,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,35,36,Male,85534,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,36,37,Female,77863,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,36,37,Male,83043,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,37,38,Female,74652,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,37,38,Male,78625,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,38,39,Female,69004,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,38,39,Male,73758,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,39,40,Female,66586,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,39,40,Male,70444,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,40,41,Female,64889,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,40,41,Male,67474,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,41,42,Female,63151,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,41,42,Male,65410,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,42,43,Female,61716,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,42,43,Male,63608,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,43,44,Female,60719,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,43,44,Male,63132,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,44,45,Female,60659,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,44,45,Male,62731,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,45,46,Female,60204,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,45,46,Male,61505,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,46,47,Female,59284,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,46,47,Male,60082,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
England,GBR2,London,47,48,Female,59400,15-Jul,1,1,1,https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesanalysistool
