country,study_id,age_low,age_high,region,gender,n_tested,n_positive,seroprevalence_unadjusted,range_sero_low,range_sero_high,seroprevalence_weighted,matching_deaths_data,date_start_survey,date_end_survey,age_breakdown,gender_breakdown,for_regional_analysis,national_summary,ref,notes,
Denmark,DNK1,17,999,all,both,9496,173,,,,,ecdc,6/4/20,17/04/2020,0,0,0,0,https://www.medrxiv.org/content/10.1101/2020.04.24.20075291v1.full.pdf,,
Switzerland,CHE1,5,19,Geneva,both,214,13,,,,,deaths.csv,6/4/20,26/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,20,49,Geneva,both,538,45,,,,,deaths.csv,6/4/20,26/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,50,999,Geneva,both,583,25,,,,,deaths.csv,6/4/20,26/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,5,999,Geneva,female,715,40,,,,,deaths.csv,6/4/20,26/04/2020,0,1,1,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,5,999,Geneva,male,620,43,,,,,deaths.csv,6/4/20,26/04/2020,0,1,1,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,5,999,Geneva,both,343,11,,,,,deaths.csv,6/4/20,12/4/20,0,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,5,999,Geneva,both,416,22,,,,,deaths.csv,13/04/2020,19/04/2020,0,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Switzerland,CHE1,5,999,Geneva,both,576,50,,,,,deaths.csv,20/04/2020,26/04/2020,0,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.02.20088898v1.full.pdf,,
Iran,IRN1,0,5,Guilan,both,27,,0.15,,,,deaths.csv,1/4/20,23/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Iran,IRN1,5,18,Guilan,both,107,,0.2,,,,deaths.csv,1/4/20,23/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Iran,IRN1,18,60,Guilan,both,343,,0.23,,,,deaths.csv,1/4/20,23/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Iran,IRN1,60,999,Guilan,both,74,,0.26,,,,deaths.csv,1/4/20,23/04/2020,1,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Iran,IRN1,0,999,Guilan,male,270,,0.22,,,,deaths.csv,1/4/20,23/04/2020,0,1,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Iran,IRN1,0,999,Guilan,female,281,,0.23,,,,deaths.csv,1/4/20,23/04/2020,0,1,1,0,https://www.medrxiv.org/content/10.1101/2020.04.26.20079244v1,"sampling by household - clustering of infections?  Deaths only for province level, serosurvey was in 5 out of 16 counties of this province, with 3 high incidence 2 low incidence. Biased?",
Sweden,SWE1,0,999,"Jämtland, Jönköping, Kalmar, Skåne, Stockholm, Uppsala, Västerbotten, Västra Götaland and Örebro",both,,,,,,,deaths.csv,27/04/2020,3/5/20,0,0,0,1,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,0,19,"Jämtland, Jönköping, Kalmar, Skåne, Stockholm, Uppsala, Västerbotten, Västra Götaland and Örebro",both,,,0.047,,,,deaths.csv,27/04/2020,3/5/20,1,0,0,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,20,64,"Jämtland, Jönköping, Kalmar, Skåne, Stockholm, Uppsala, Västerbotten, Västra Götaland and Örebro",both,,,0.067,,,,deaths.csv,27/04/2020,3/5/20,1,0,0,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,65,95,"Jämtland, Jönköping, Kalmar, Skåne, Stockholm, Uppsala, Västerbotten, Västra Götaland and Örebro",both,,,0.027,,,,deaths.csv,27/04/2020,3/5/20,1,0,0,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,0,999,Stockholm,both,,,0.073,,,,deaths.csv,27/04/2020,3/5/20,0,0,1,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,0,999,Skane,both,,,0.042,,,,deaths.csv,27/04/2020,3/5/20,0,0,1,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Sweden,SWE1,0,999,Vastra Gotaland,both,,,0.037,,,,deaths.csv,27/04/2020,3/5/20,0,0,1,0,"https://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2020/maj/forsta-resultaten-fran-pagaende-undersokning-av-antikroppar-for-covid-19-virus/ , accessed 31/05/2020",Blood samples are collected from laboratories in clinical chemistry and clinical immunology in nine regions. 1104 samples total. These 9 regions include 7180898 out of Sweden's total population of 10327589,
Netherlands,NLD1,18,30,all,both,1251,52,,,,,deaths.csv,1/4/20,15/04/2020,1,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,31,40,all,both,882,22,,,,,deaths.csv,1/4/20,15/04/2020,1,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,41,50,all,both,1354,31,,,,,deaths.csv,1/4/20,15/04/2020,1,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,51,60,all,both,2132,48,,,,,deaths.csv,1/4/20,15/04/2020,1,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,60,72,all,both,1742,47,,,,,deaths.csv,1/4/20,15/04/2020,1,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Zuid-Limburg,both,,,,0.03,0.04,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,"seroprevalence given to nearest 1%, so this is the lower bound, add 0.01 for the higher bound",
Netherlands,NLD1,18,72,Limburg-Noord,both,,,,0.06,0.07,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Brabant-Zuidoost,both,,,,0.09,0.1,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Zeeland,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Rotterdam-Rijnmond,both,,,,0,0.01,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Zuid-Holland-Zuid,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Haaglanden,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Hollands Midden,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Gelderland-Zuid,both,,,,0.03,0.04,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Utrecht,both,,,,NA,NA,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,boundaries not the same as regional map (contains a city in the middle),
Netherlands,NLD1,18,72,Gelderland-Midden,both,,,,0,0.01,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Noord- en Oost-Gelderland,both,,,,0.02,0.03,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Midden- en West-Brabant,both,,,,NA,NA,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,boundaries not the same as regional map,
Netherlands,NLD1,18,72,Brabant-Noord,both,,,,NA,NA,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,boundaries not the same as regional map,
Netherlands,NLD1,18,72,IJsselland,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Fryslân,both,,,,0,0.01,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Drenthe,both,,,,0,0.01,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Groningen,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Noord-Holland-Noord,both,,,,0.02,0.03,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Flevoland,both,,,,0,0,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Zaanstreek-Waterland,both,,,,0.01,0.02,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Kennemerland,both,,,,0.02,0.03,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Twente,both,,,,0.03,0.04,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Amsterdam-Amstelland,both,,,,0.03,0.04,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,Gooi en Vechtstreek,both,,,,0,0,,deaths.csv,1/4/20,15/04/2020,0,0,1,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD1,18,72,all,both,7361,230,0.031245755,,,,ecdc,1/4/20,15/04/2020,0,0,0,0,https://www.researchsquare.com/article/rs-25862/v1,,
Netherlands,NLD2,18,72,all,both,7000,,0.055,,,,ecdc,10/5/20,20/05/2020,0,0,1,1,https://uk.reuters.com/article/uk-health-coronavirus-netherlands-study/study-shows-coronavirus-antibodies-in-5-5-of-dutch-blood-donors-idUKKBN23A0OT,sample size might be approximate,
United Kingdom,GBR1,18,75,Scotland,both,500,0,0,,,,,17/03/2020,17/03/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.13.20060467v1,blood donors. assay is for 'neutralizing antibodies' (unusual),
United Kingdom,GBR1,18,75,Scotland,both,500,5,0.01,,,,,21/03/2020,23/03/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.13.20060467v1,blood donors. assay is for 'neutralizing antibodies' (unusual),
USA,NYC_NY_1,18,999,"New York City, New York, United States (New York State Department of Health)",both,5946,1319,0.221829802,,,0.202,,19/04/2020,28/04/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,18,34,"New York City, New York, United States (New York State Department of Health)",both,1257,252,0.200477327,,,0.193,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,35,44,"New York City, New York, United States (New York State Department of Health)",both,1144,243,0.212412587,,,0.208,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,45,54,"New York City, New York, United States (New York State Department of Health)",both,1328,334,0.251506024,,,0.235,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,55,999,"New York City, New York, United States (New York State Department of Health)",both,2217,490,0.221019396,,,0.191,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,0,999,"New York City, New York, United States (New York State Department of Health)",male,2727,629,0.230656399,,,0.209,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NYC_NY_1,0,999,"New York City, New York, United States (New York State Department of Health)",female,3219,690,0.214352283,,,0.196,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,18,999,"Westchester and Rockland, New York, United States (New York State Department of Health)",both,980,134,0.136734694,,,0.144,,19/04/2020,28/04/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,18,34,"Westchester and Rockland, New York, United States (New York State Department of Health)",both,184,29,0.157608696,,,0.161,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,35,44,"Westchester and Rockland, New York, United States (New York State Department of Health)",both,156,22,0.141025641,,,0.152,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,45,54,"Westchester and Rockland, New York, United States (New York State Department of Health)",both,247,33,0.133603239,,,0.145,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,55,999,"Westchester and Rockland, New York, United States (New York State Department of Health)",both,393,50,0.127226463,,,0.129,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,0,999,"Westchester and Rockland, New York, United States (New York State Department of Health)",male,450,72,0.16,,,0.171,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,WENRO_NY_1,0,999,"Westchester and Rockland, New York, United States (New York State Department of Health)",female,530,62,0.116981132,,,0.119,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,18,999,"Long Island, New York, United States (New York State Department of Health)",both,2074,241,0.116200579,,,0.119,,19/04/2020,28/04/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,18,34,"Long Island, New York, United States (New York State Department of Health)",both,429,45,0.104895105,,,0.126,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,35,44,"Long Island, New York, United States (New York State Department of Health)",both,317,40,0.126182965,,,0.124,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,45,54,"Long Island, New York, United States (New York State Department of Health)",both,468,61,0.13034188,,,0.128,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,55,999,"Long Island, New York, United States (New York State Department of Health)",both,860,95,0.110465116,,,0.107,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,0,999,"Long Island, New York, United States (New York State Department of Health)",male,913,122,0.133625411,,,0.131,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LI_NY_1,0,999,"Long Island, New York, United States (New York State Department of Health)",female,1161,119,0.102497847,,,0.107,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,18,999,"Upstate (19 counties), New York, United States (New York State Department of Health)",both,6101,193,0.031634158,,,0.034,,19/04/2020,28/04/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,18,34,"Upstate (19 counties), New York, United States (New York State Department of Health)",both,1281,51,0.039812646,,,0.041,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,35,44,"Upstate (19 counties), New York, United States (New York State Department of Health)",both,1011,29,0.028684471,,,0.035,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,45,54,"Upstate (19 counties), New York, United States (New York State Department of Health)",both,1302,51,0.039170507,,,0.043,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,55,999,"Upstate (19 counties), New York, United States (New York State Department of Health)",both,2507,62,0.024730754,,,0.025,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,0,999,"Upstate (19 counties), New York, United States (New York State Department of Health)",male,2545,95,0.037328094,,,0.039,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,REST_NY_1,0,999,"Upstate (19 counties), New York, United States (New York State Department of Health)",female,3556,98,0.027559055,,,0.028,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,0,999,New York State,both,15101,1887,0.124958612,,,0.125,,19/04/2020,28/04/2020,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,18,34,New York State,both,3151,377,0.119644557,,,0.13,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,35,44,New York State,both,2628,334,0.127092846,,,0.137,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,45,54,New York State,both,3345,479,0.143198804,,,0.143,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,55,999,New York State,both,5977,697,0.116613686,,,0.109,,19/04/2020,28/04/2020,1,0,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,0,999,New York State,male,6635,918,0.138357197,,,0.132,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,NY_1,0,999,New York State,female,8466,969,0.114457831,,,0.119,,19/04/2020,28/04/2020,0,1,0,0,https://www.medrxiv.org/content/10.1101/2020.05.25.20113050v1.full.pdf,,
USA,LA_CA,18,999,"Los Angeles County, California",both,863,35,0.0406,,,0.0431,,10/4/20,11/4/20,0,0,1,0,https://jamanetwork.com/journals/jama/fullarticle/2766367,,
USA,SC_CA,0,999,"Santa Clara County, California",both,"3,439",50,0.015,,,0.028,,3/4/20,4/4/20,0,0,1,0,https://www.medrxiv.org/content/10.1101/2020.04.14.20062463v2,,
USA,SM_CO,0,999,"San Miguel County, Colorado, United States (United Biomedical)",,5376,29,0.005394345,,,,,,,0,0,1,0,https://www.sanmiguelcountyco.gov/DocumentCenter/View/5717/San-Miguel-County-IgG-Antibody-Test-Statistics-and-Demographics-PDF,"79 'borderline' tests excluded, date 'march-april'",
USA,CH_MA,,,"Chelsea, Massachusetts, United States (Massachusetts General Hospital)",,200,,,,,0.315,,13/04/2020,19/04/2020,0,0,1,0,https://boston.cbslocal.com/2020/04/23/coronavirus-mgh-case-study-john-iafrate-herd-immunity/,"report on 23rd april, study was 'last week'",
USA,MD_FL,,,"Miami-Dade, Florida",both,,,0.065,,,,,11/4/20,23/04/2020,0,0,1,0,https://www.miamiherald.com/news/coronavirus/article242260406.html,dates=early april. Dates inferred: results reported on Friday 24th April and were based on 2 weeks of antibody testing.,
Italy,ITA1,NA,NA,Bergamo,both,9965,,0.569,,,0.45,,23/04/2020,3/6/20,0,0,1,0,https://uk.reuters.com/article/uk-health-coronavirus-italy-antibodies/over-half-of-people-tested-in-italys-bergamo-have-covid-19-antibodies-idUKKBN23F2K1   https://www.newsweek.com/coronavirus-antibodies-found-almost-60-percent-people-tested-italian-province-hit-hard-covid-19-1509546,Biased as come from 'hardest hit' areas within the province (?). Mayor says 45% after adjusting. Also report >16000 deaths,
United Kingdom,GBR2,17,70,East of England,,1337,74,,,,,,10/5/20,8/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,London,,1710,233,,,,,,10/5/20,8/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,Midlands,,809,47,,,,,,13/05/2020,5/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,North East and Yorkshire,,1001,66,,,,,,13/05/2020,5/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,North West,,1018,83,,,,,,14/05/2020,6/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,South East,,1001,57,,,,,,14/05/2020,8/6/20,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,70,South West,,1102,41,,,,,,14/05/2020,29/05/2020,0,0,1,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,17,20,all,,183,15,0.082417582,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,20,30,all,,1354,155,0.115671642,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,30,40,all,,1605,127,0.080227416,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,40,50,all,,1689,112,0.066985646,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,50,60,all,,1990,127,0.064401623,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
United Kingdom,GBR2,60,70,all,,1157,65,0.056570931,,,,,10/5/20,8/6/20,1,0,0,0,PHE - private data,will be updated over time - these are the latest month's data.,
USA,CDC_1,0,999,Puget Sound,both,3264,,0.0177689,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Puget Sound,female,1930,,0.0180548,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,Puget Sound,male,1334,,0.0204373,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,Puget Sound,both,219,,0.0132898,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,19,49,Puget Sound,both,1213,,0.0195796,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,50,64,Puget Sound,both,782,,0.0151005,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,65,999,Puget Sound,both,1050,,0.0228198,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"New York City-Metro Region, New York",both,2482,,0.0730429,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"New York City-Metro Region, New York",female,1333,,0.0610351,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,999,"New York City-Metro Region, New York",male,1149,,0.0627505,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
USA,CDC_1,0,18,"New York City-Metro Region, New York",both,311,,0.0331122,,,,,23/03/2020,1/4/20,,,,,https://www.medrxiv.org/content/10.1101/2020.06.25.20140384v1.full.pdf,,
